customer_id,total_spent
C248634L,378160
C920542L,377000
C696203L,377000
C547456L,377000
C504457L,377000
C616555L,377000
C190131L,377000
C518128L,377000
C709820L,377000
C678436L,377000
C454802L,377000
C716226L,377000
C291019L,377000
C883317L,377000
C670551L,376942
C142435L,376942
C684985L,376188
C792410L,375840
C723100L,374100
C509242L,374100
C475876L,373520
C150653L,373346
C805886L,373230
C177534L,371780
C333323L,371200
C839319L,371200
C546814L,371200
C782053L,371200
C586692L,371200
C885913L,369750
C871706L,369750
C608133L,369460
C972075L,367430
C181793L,367140
C691329L,365400
C230351L,365400
C912151L,365400
C405772L,365342
C404036L,364646
C664917L,364240
C700565L,364124
C851854L,363080
C924610L,362500
C268424L,360180
C634209L,359600
C563349L,359600
C499993L,359600
C917454L,359600
C533411L,359136
C247409L,359020
C203175L,359020
C415003L,358730
C631417L,357570
C136681L,355250
C409981L,354960
C398847L,354090
C560989L,353568
C138822L,351190
C394799L,351016
C729377L,351016
C986224L,351016
C602518L,350900
C530632L,350784
C418606L,350320
C788957L,349290.5
C511061L,348000
C619471L,348000
C776900L,348000
C196853L,348000
C137906L,348000
C310610L,348000
C534632L,348000
C545418L,348000
C270275L,348000
C788348L,348000
C948176L,348000
C929625L,348000
C474500L,348000
C983438L,348000
C275940L,348000
C263339L,348000
C684117L,348000
C934429L,347942
C944941L,347942
C936078L,347884
C292887L,347826
C441288L,347826
C448722L,347710
C508080L,347710
C497410L,347710
C406317L,347536
C989030L,347536
C802022L,347420
C665048L,346550
C593821L,345100
C711121L,345100
C317585L,344462
C596609L,342490
C903932L,342200
C912653L,342200
C244357L,342200
C175618L,342200
C646470L,342200
C873465L,342200
C539377L,342200
C751424L,342200
C948816L,341446
C954904L,341388
C630111L,340170
C607754L,339066.84375
C552065L,338517
C305773L,338082
C604453L,337270
C556889L,336472.5
C160662L,336400
C127259L,336400
C876359L,336400
C878727L,336342
C164598L,334602
C902626L,333500
C431468L,333500
C804277L,330600
C290251L,330020
C403379L,329556
C413128L,329498
C127916L,329498
C331093L,329440
C782899L,329440
C367336L,328860
C589584L,328860
C888281L,328280
C902080L,327700
C283300L,326250
C700972L,326250
C888813L,326250
C933325L,325380
C930191L,325090
C729711L,324800
C359917L,324800
C263329L,324800
C933620L,324626
C882579L,322770
C346553L,322016
C296844L,321842
C588707L,321320
C446421L,320450
C458563L,319000
C341015L,319000
C895286L,319000
C499796L,319000
C755472L,319000
C474287L,319000
C723603L,319000
C922671L,319000
C520887L,319000
C820267L,319000
C185244L,319000
C942290L,319000
C555478L,319000
C581717L,319000
C568016L,318942
C197356L,318942
C365512L,318942
C222231L,318942
C855073L,318942
C869011L,318942
C875194L,317028
C222341L,315520
C132322L,314882
C579215L,313200
C343220L,313200
C878612L,313200
C853582L,313200
C395036L,312504
C726270L,312446
C843783L,312446
C192004L,312446
C511866L,312446
C370732L,312446
C420956L,312446
C807265L,312446
C170801L,312446
C349922L,311750
C150198L,311460
C719704L,310590
C575719L,309720
C185112L,309720
C956638L,307400
C418640L,307110
C977907L,305561.40625
C203544L,304920.5
C287698L,304500
C396511L,301716
C776499L,301600
C459460L,301600
C779646L,301600
C999472L,301484
C751652L,300730
C701732L,298468
C357709L,298294
C145727L,296960
C148697L,296960
C301035L,295800
C549364L,295800
C787582L,293480
C119869L,292900
C904399L,290000
C177455L,290000
C584166L,290000
C852354L,290000
C732924L,290000
C510277L,290000
C683002L,290000
C749600L,290000
C563742L,290000
C593574L,290000
C153475L,290000
C450606L,290000
C318171L,290000
C371673L,290000
C198678L,290000
C626822L,290000
C116575L,290000
C122490L,290000
C550990L,290000
C845303L,290000
C464900L,290000
C139722L,290000
C747623L,290000
C667472L,290000
C417984L,290000
C820997L,289942
C915276L,289942
C690363L,289942
C684080L,289884
C229632L,289710
C187532L,289710
C219387L,289710
C131307L,289188
C194353L,288318
C846752L,287738
C818990L,287100
C673858L,287100
C534379L,287100
C146757L,287100
C242838L,287100
C729877L,287042
C441237L,284200
C130483L,284200
C242250L,284200
C693637L,284200
C587876L,284200
C693442L,284142
C230249L,283620
C475513L,283214
C288707L,283214
C331049L,282808
C584267L,282750
C714613L,282750
C934224L,282228
C263110L,281880
C508330L,281300
C163985L,280720
C960411L,280720
C927076L,279444
C819397L,279270
C727522L,279270
C551259L,279270
C515315L,279270
C837608L,278400
C112612L,278400
C120526L,278400
C170839L,278400
C961131L,278400
C930543L,277704
C846643L,277240
C980063L,277182
C533639L,277066
C159812L,276660
C561668L,276660
C791372L,276080
C989951L,275981.3984375
C485577L,275500
C942248L,275210
C242328L,275210
C415020L,274920
C260177L,273760
C955474L,273760
C188782L,273725.203125
C813303L,273162.59375
C375534L,272600
C742339L,272310
C501413L,271614
C314047L,271614
C206666L,271614
C202773L,271614
C817108L,271614
C216846L,271614
C892040L,271614
C439639L,270338
C127471L,270280
C645152L,269700
C355402L,269120
C840032L,268540
C257934L,267090
C366574L,266800
C411610L,266800
C631140L,266684
C549188L,266510
C800136L,264480
C130909L,264480
C580181L,263900
C584636L,263494
C268849L,263436
C164613L,261812
C438658L,261580
C738648L,261000
C531952L,261000
C324310L,261000
C406990L,261000
C573426L,261000
C976390L,261000
C765760L,261000
C223458L,261000
C468516L,261000
C348449L,261000
C145737L,261000
C854263L,261000
C806347L,261000
C775266L,261000
C837241L,261000
C512385L,261000
C281010L,261000
C815278L,261000
C278469L,261000
C220203L,261000
C208711L,261000
C831157L,261000
C534088L,261000
C749092L,261000
C831192L,261000
C461208L,261000
C322236L,261000
C452344L,261000
C400107L,261000
C575300L,261000
C240853L,261000
C866259L,261000
C628905L,261000
C665419L,261000
C336567L,261000
C327193L,261000
C339933L,261000
C459010L,261000
C744751L,261000
C523551L,261000
C791179L,260942
C336822L,260710
C781710L,260710
C167007L,260710
C269732L,258042
C589485L,257154.59375
C866995L,256650
C671496L,255780
C862302L,255200
C756271L,255200
C414142L,255200
C417245L,255200
C631869L,254910
C534503L,253982
C302068L,253750
C149895L,252300
C681607L,252300
C541943L,252300
C960072L,251256
C373144L,250560
C241633L,250270
C420781L,249400
C987789L,248994
C637883L,248820
C901461L,247950
C714340L,247138
C780896L,246500
C595846L,246500
C636191L,246442
C673068L,245920
C115745L,244852.796875
C205939L,244760
C456281L,244760
C937948L,244412
C948713L,244296
C736830L,244296
C509772L,244296
C199888L,244296
C469380L,243600
C509164L,243600
C505120L,243600
C686513L,243600
C875125L,243600
C872680L,243600
C214319L,243600
C898787L,243600
C514998L,243600
C355709L,243600
C516797L,243600
C742109L,243542
C418656L,243252
C386328L,243252
C853853L,243252
C133037L,242440
C373286L,241860
C539850L,241280
C603038L,241280
C908342L,240700
C332643L,239540
C475398L,239540
C643176L,239250
C216179L,239134
C169455L,238380
C674489L,237800
C949560L,237800
C746973L,236640
C354503L,236350
C598721L,236292
C796755L,236060
C624232L,236060
C170667L,234900
C621883L,234842
C613601L,233624
C618088L,233160
C892614L,232406
C197481L,232406
C724475L,232406
C123091L,232406
C178431L,232406
C556985L,232000
C402534L,232000
C810915L,232000
C144948L,232000
C516599L,232000
C201592L,232000
C736540L,232000
C170658L,232000
C679223L,232000
C456801L,232000
C781404L,232000
C594019L,232000
C268482L,232000
C865419L,232000
C707817L,232000
C732744L,232000
C451523L,232000
C556363L,232000
C821173L,232000
C835947L,232000
C411331L,231942
C179670L,231942
C252303L,231942
C939704L,231942
C312106L,231942
C639016L,231942
C243874L,231942
C729143L,231942
C355168L,231942
C611418L,231942
C215298L,231884
C202990L,231884
C983372L,231884
C392770L,231884
C386951L,231884
C681745L,231710
C157094L,231710
C934798L,231710
C118321L,231710
C422663L,231710
C485200L,231362
C645518L,231362
C115156L,230840
C964914L,230550
C894196L,230550
C165936L,230550
C612558L,229970
C111808L,229100
C782569L,229097.09375
C846307L,227360
C562005L,226780
C398448L,226316
C578500L,226200
C789607L,226200
C649500L,226200
C630421L,226200
C659113L,226200
C452735L,226142
C180092L,225620
C749547L,225156
C552458L,224170
C404142L,223300
C585410L,223300
C284729L,222720
C787631L,220980
C744100L,220922
C186186L,220922
C196616L,220400
C451226L,220400
C293498L,220400
C140150L,220400
C963219L,220400
C846375L,220342
C900833L,219936
C702126L,219820
C129011L,219820
C360250L,219820
C576889L,219762
C139143L,219762
C746995L,219124
C263996L,218950
C815209L,218950
C818614L,218950
C735239L,218320.703125
C245825L,218080
C702427L,217581.78125
C982253L,217500
C762859L,217500
C508903L,217500
C976222L,217500
C983849L,217500
C862596L,217500
C534714L,217500
C743360L,217500
C970697L,217500
C610215L,217500
C401196L,217500
C901490L,217442
C341639L,217442
C837047L,217442
C876819L,216920
C875032L,216340
C111795L,215760
C206269L,214890
C587850L,214600
C717907L,214600
C615231L,214600
C435019L,214310
C827330L,214252
C362779L,213440
C768693L,213440
C394968L,211410
C900381L,210250
C613878L,209774.40625
C299472L,209670
C508126L,209554
C704215L,209496
C564260L,208800
C244418L,208800
C912380L,208800
C765265L,208800
C423193L,208800
C139201L,208800
C333472L,208568
C654626L,207582
C438346L,207524
C577641L,206807.12109375
C119187L,206770
C452564L,206190
C115461L,205900
C266569L,205900
C388624L,204102
C444944L,203870
C229988L,203818.3828125
C735613L,203696
C629570L,203000
C174885L,203000
C880300L,203000
C835137L,203000
C385750L,203000
C435496L,203000
C868076L,203000
C614463L,203000
C726644L,203000
C738783L,203000
C241302L,203000
C180508L,203000
C670792L,203000
C950260L,203000
C465391L,203000
C510154L,203000
C670878L,203000
C374186L,202942
C679812L,202942
C281787L,202942
C352450L,202942
C754752L,202942
C406756L,202855
C432780L,202855
C555783L,202855
C846030L,202710
C342826L,202710
C416934L,202710
C880793L,201550
C787096L,201550
C792602L,200100
C776904L,200100
C418133L,200100
C307564L,200100
C756100L,200100
C716182L,200100
C807718L,200042
C709150L,199520
C387916L,198940
C259307L,198598.3828125
C959285L,198360
C297614L,198360
C282625L,198360
C658999L,197780
C359192L,197200
C879247L,197200
C656414L,197200
C253715L,197142
C969588L,197142
C383377L,196620
C520904L,196330
C477686L,195750
C816576L,195170
C491588L,194300
C327703L,192850
C824913L,192734
C761435L,192560
C923763L,192270
C308987L,191806
C737801L,191637.796875
C833021L,191400
C493263L,191400
C144554L,191342
C557314L,191110
C630314L,191110
C330986L,191110
C876106L,190820
C682272L,190240
C923141L,189950
C415088L,189950
C849054L,189660
C261295L,189544
C454810L,189486
C634177L,189486
C253783L,189022
C773860L,189022
C667729L,188819
C284081L,188790
C692085L,188500
C974881L,187398
C505840L,187050
C669321L,186528
C691738L,186122
C884211L,186122
C446232L,186122
C621738L,185600
C407736L,185600
C311476L,185600
C140324L,185600
C143092L,185600
C504884L,185600
C850822L,185600
C727457L,185600
C528073L,185600
C485919L,185600
C939912L,185600
C672640L,185600
C875187L,185600
C284316L,185600
C217289L,185600
C219918L,185600
C945602L,185600
C824702L,185542
C896131L,185542
C300246L,185484
C535715L,185368
C904633L,185310
C439929L,185310
C588523L,185020
C201035L,185020
C425404L,185020
C309247L,184788
C821592L,184440
C925922L,184440
C441526L,184440
C838910L,184440
C208795L,182856.59375
C840710L,182856.59375
C130579L,182700
C388256L,182700
C421227L,182700
C732052L,182410
C448709L,182410
C759123L,182294
C962381L,181250
C310022L,180960
C789047L,180670
C193600L,180264
C967906L,179974
C137975L,179800
C418081L,179800
C370700L,179684
C766365L,178355.796875
C231714L,177828
C730690L,177364
C513828L,176900
C529841L,176900
C737717L,176900
C288932L,176320
C970497L,175160
C773013L,174812
C159964L,174000
C819478L,174000
C114466L,174000
C814366L,174000
C173821L,174000
C741725L,174000
C788999L,174000
C734482L,174000
C696835L,174000
C618250L,174000
C527463L,174000
C710076L,174000
C844500L,174000
C445624L,174000
C160191L,174000
C323746L,174000
C133315L,174000
C145094L,174000
C981219L,174000
C550636L,174000
C514321L,174000
C170700L,174000
C890308L,174000
C310729L,174000
C902927L,174000
C598964L,174000
C977542L,174000
C886812L,174000
C430651L,174000
C760531L,174000
C610335L,174000
C438910L,174000
C840493L,174000
C159556L,174000
C527232L,174000
C940603L,174000
C809029L,173942
C170264L,173942
C738812L,173942
C943918L,173942
C340065L,173942
C948148L,173942
C977688L,173942
C447442L,173942
C154448L,173942
C803470L,173942
C855457L,173942
C998847L,173884
C144323L,173884
C324759L,173884
C118399L,173884
C355195L,173884
C166327L,173826
C935675L,173710
C319891L,173710
C118043L,173710
C454136L,173710
C560000L,173420
C325445L,173420
C146418L,173420
C114871L,172840
C504470L,172840
C701690L,172840
C439027L,170920.203125
C211924L,170520
C845990L,170520
C506838L,169650
C298284L,168722
C914272L,168200
C566303L,168200
C279241L,168200
C476999L,167620
C931640L,167040
C883838L,167040
C189167L,166866
C389393L,166750
C905299L,165764
C724739L,165300
C203966L,165300
C413943L,165300
C969876L,165300
C477975L,165300
C817964L,164662
C824224L,164082
C155618L,163560
C637564L,162400
C289850L,162400
C426893L,162400
C734683L,162400
C689062L,162400
C476508L,162400
C773952L,162400
C334923L,162400
C980032L,162400
C279695L,162400
C189126L,162400
C298129L,162284
C934566L,162226
C662698L,162110
C224183L,161820
C255099L,161762
C422949L,161298
C843559L,161182
C330571L,160370
C115470L,160080
C268503L,160080
C627638L,160022
C407728L,159790
C517907L,159500
C273843L,159500
C515428L,159500
C894815L,159500
C913444L,159500
C931803L,159500
C908490L,159500
C120112L,159500
C117972L,159500
C527394L,156600
C690107L,156600
C220444L,156600
C866418L,156600
C747459L,156600
C966663L,156600
C215028L,156542
C210771L,156542
C827195L,156426
C813844L,156426
C414773L,156310
C595892L,156020
C194207L,156020
C856079L,155440
C235587L,155440
C780297L,155059.515625
C245955L,154860
C811269L,154280
C865004L,154280
C650808L,154280
C693323L,153816
C328972L,153700
C731348L,153700
C423010L,153700
C487004L,153642
C943932L,153410
C407885L,152830
C980590L,151960
C113448L,151380
C230531L,150800
C392983L,150800
C885078L,150800
C268391L,150800
C215461L,150800
C457804L,150800
C831560L,150800
C461689L,150800
C484957L,150800
C127811L,150800
C411376L,150684
C943785L,150220
C798016L,150220
C202398L,149292
C299981L,149292
C371126L,149060
C267935L,149060
C935666L,149060
C536383L,147900
C575072L,147900
C146204L,147900
C937928L,147900
C777246L,147900
C236137L,147900
C749859L,147668
C499996L,147552
C134281L,147552
C510095L,147030
C888223L,147030
C993688L,146740
C356931L,146740
C901601L,146740
C118559L,146682
C787008L,146450
C483017L,146160
C938243L,146160
C504943L,145870
C464050L,145464
C866999L,145116
C956932L,145000
C454203L,145000
C194185L,145000
C165124L,145000
C117901L,145000
C635740L,145000
C902805L,145000
C520646L,145000
C796103L,145000
C147101L,145000
C699289L,145000
C817593L,145000
C268356L,145000
C686342L,145000
C684090L,145000
C678059L,145000
C527720L,145000
C318338L,145000
C457308L,145000
C670144L,145000
C460966L,145000
C443586L,145000
C662094L,145000
C263640L,145000
C189137L,145000
C545911L,145000
C231044L,145000
C596805L,145000
C266522L,145000
C979878L,145000
C351708L,145000
C131864L,145000
C681808L,145000
C555148L,145000
C559107L,145000
C261650L,145000
C657141L,145000
C176578L,145000
C454739L,145000
C795421L,145000
C296709L,144942
C749653L,144942
C810409L,144855
C391465L,144710
C180913L,144594
C986391L,144304
C673213L,144130
C137528L,143550
C466208L,143550
C882122L,142680
C899734L,142506
C503582L,142100
C192570L,142100
C378624L,142100
C892839L,141723
C536776L,140882
C521348L,140360
C400506L,139200
C757268L,139200
C782890L,139200
C499225L,139200
C660512L,139200
C389361L,139200
C356780L,139200
C622272L,139200
C885240L,139200
C606674L,139200
C286514L,139200
C182760L,139200
C175796L,139200
C995963L,139200
C266766L,139184.34375
C844766L,139142
C479915L,139142
C638038L,139142
C922717L,139142
C791059L,139142
C441689L,139084
C132219L,139084
C220405L,138910
C518173L,138620
C143717L,138620
C910180L,137982
C337717L,137808
C245245L,137750
C998826L,137460
C200120L,137460
C950055L,136300
C403187L,136242
C708473L,134560
C440306L,134328
C728795L,133980
C926725L,133864
C610206L,133632
C253957L,133400
C857375L,133400
C642884L,133400
C153124L,133400
C153734L,133342
C221318L,133342
C799147L,133342
C649227L,133342
C680794L,133342
C182772L,133110
C782790L,132646
C905217L,132240
C427092L,131950
C863086L,131950
C203780L,131950
C840180L,131080
C446118L,130500
C933054L,130500
C817363L,130500
C440383L,130500
C698745L,130500
C551004L,130500
C421614L,130389.7998046875
C649526L,130210
C641246L,130210
C476516L,130210
C317976L,129804
C441893L,128760
C163269L,128296
C499813L,127600
C210702L,127600
C949498L,127600
C390419L,127600
C352946L,127600
C448684L,127600
C353221L,127600
C408108L,127600
C203778L,127600
C174527L,127600
C334170L,127600
C503407L,127542
C410720L,127542
C778147L,127542
C591890L,127484
C973354L,127310
C520677L,127252
C363969L,127020
C603902L,127020
C265593L,126904
C140374L,126614
C494873L,126614
C389017L,126440
C205701L,126440
C455218L,126150
C230372L,125280
C619661L,125280
C951342L,125280
C863732L,124700
C898427L,124700
C715033L,124410
C423666L,124410
C579948L,124410
C336752L,124410
C485142L,123308
C521295L,123250
C280331L,123250
C270517L,123250
C651145L,123250
C675106L,122670
C127476L,122090
C504900L,121800
C395899L,121800
C466172L,121800
C342990L,121800
C470268L,121800
C191168L,121800
C228285L,121800
C721874L,121800
C214961L,121800
C996931L,121800
C433743L,121742
C400500L,121742
C144215L,121742
C313446L,121626
C498440L,121365
C656022L,121220
C234957L,120930
C828643L,120640
C499919L,120640
C271135L,120640
C821685L,120640
C803642L,120060
C576524L,120060
C952100L,120060
C444739L,120002
C432825L,119828
C795594L,119712
C976890L,119306
C442998L,118900
C625105L,118900
C661647L,118320
C350808L,118320
C779932L,118073.5
C326061L,118030
C668230L,118030
C605755L,117160
C954151L,116232
C687663L,116116
C303681L,116116
C216573L,116116
C280961L,116116
C898759L,116000
C331978L,116000
C312529L,116000
C610697L,116000
C561770L,116000
C935068L,116000
C195629L,116000
C664685L,116000
C157340L,116000
C489289L,116000
C998685L,116000
C415413L,116000
C140278L,116000
C709590L,116000
C962021L,116000
C875810L,116000
C449730L,116000
C935913L,116000
C771189L,116000
C135084L,116000
C246740L,116000
C621459L,116000
C530076L,116000
C822834L,116000
C847031L,116000
C781579L,116000
C397885L,116000
C534934L,116000
C307395L,116000
C695070L,116000
C236908L,116000
C958375L,116000
C930724L,116000
C345656L,116000
C238651L,116000
C191359L,116000
C322065L,116000
C342440L,115942
C337105L,115942
C137539L,115942
C813690L,115942
C738903L,115942
C702189L,115942
C300966L,115942
C934767L,115942
C862736L,115942
C213870L,115942
C368617L,115942
C271894L,115942
C966491L,115942
C305396L,115942
C860359L,115942
C468577L,115942
C588962L,115942
C507202L,115942
C433996L,115942
C874922L,115884
C520835L,115884
C901633L,115768
C666371L,115710
C738928L,115710
C616920L,115710
C890155L,115420
C404107L,115420
C714247L,115420
C880398L,115420
C934098L,115420
C560133L,115420
C209998L,114840
C274430L,114840
C887896L,114840
C896007L,114260
C824945L,113332
C263949L,113100
C353508L,113100
C877494L,113100
C954451L,113100
C356347L,113100
C592059L,113042
C588147L,112926
C399241L,112810
C693429L,111940
C948868L,111360
C548143L,111360
C990984L,111360
C377576L,111360
C824683L,110780
C144871L,110664
C163688L,110200
C359839L,110200
C862573L,110200
C840567L,110200
C985549L,110200
C421020L,110200
C793479L,110200
C182055L,110200
C726838L,110200
C607286L,110200
C288695L,110200
C559720L,110200
C445034L,110200
C624203L,110142
C299714L,110142
C438591L,110142
C978558L,110084
C910983L,109910
C783306L,109910
C997696L,109910
C175409L,109910
C615267L,109910
C625394L,108808
C110122L,108808
C244068L,108750
C910116L,108750
C359165L,108460
C293646L,108460
C299819L,108019.203125
C394914L,107880
C852181L,107880
C491883L,107880
C370595L,107880
C794879L,107822
C285417L,107532
C136019L,107300
C585116L,107300
C554530L,107300
C810568L,107242
C683325L,107242
C973894L,107242
C636477L,107242
C393377L,107010
C664224L,106720
C239715L,106720
C177529L,106720
C818619L,106720
C961302L,106720
C865882L,106604
C790632L,106575
C870920L,106256
C555601L,105850
C854145L,105792
C714316L,105560
C423808L,105154
C684498L,105154
C671834L,104400
C269011L,104400
C168098L,104400
C851879L,104400
C708585L,104400
C914828L,104400
C741034L,104400
C141366L,104400
C395575L,104400
C827470L,104400
C415752L,104342
C515631L,104284
C903604L,104284
C374625L,104168
C654812L,104168
C804553L,104168
C243493L,104168
C873763L,104168
C296839L,104168
C685248L,104168
C292711L,104168
C953171L,104110
C241930L,104110
C854213L,103820
C471285L,103820
C457592L,103820
C953132L,103820
C690140L,103820
C950218L,103530
C180988L,103298
C229578L,103298
C419677L,103240
C543751L,103240
C954482L,102660
C984840L,102370
C216698L,102138
C238436L,102138
C435225L,102138
C235968L,102080
C835246L,101848
C725097L,101848
C680867L,101848
C509602L,101848
C385143L,101848
C356795L,101848
C359997L,101500
C735207L,101500
C241017L,101442
C634098L,101442
C163482L,100920
C517770L,100920
C704681L,100920
C600915L,100920
C565100L,100050
C580092L,100050
C464239L,99760
C668740L,99760
C572081L,99702
C576787L,99644
C152073L,99302.3828125
C768131L,99180
C218108L,98600
C790722L,98600
C528921L,98600
C770987L,98600
C987729L,98600
C482397L,98600
C851730L,98542
C645164L,98542
C780754L,98542
C715899L,98542
C272191L,98542
C373264L,98542
C642945L,98542
C944883L,98542
C162016L,98310
C985421L,97440
C845061L,96570
C680109L,96570
C855607L,96280
C755258L,96048
C403740L,96048
C639287L,95932
C890087L,95700
C214165L,95700
C765777L,95700
C435250L,95700
C923611L,95700
C375865L,95700
C702521L,95700
C799968L,95700
C168628L,95700
C823301L,95642
C862619L,95526
C421043L,95468
C388087L,95120
C634785L,95120
C874037L,95120
C983543L,95059.6796875
C447301L,94830
C975828L,94250
C600734L,93960
C953155L,93960
C448320L,93745.3984375
C256469L,93496
C481682L,93380
C657376L,92916
C467527L,92800
C437385L,92800
C828392L,92800
C915214L,92800
C429168L,92800
C391009L,92800
C903814L,92800
C807877L,92800
C667533L,92800
C799421L,92742
C779761L,92742
C325171L,92742
C538697L,92742
C693125L,92684
C253252L,92510
C678807L,92510
C896308L,92220
C251748L,92220
C677243L,92220
C555803L,92220
C212757L,91961.8984375
C642425L,91350
C725701L,91350
C405819L,91350
C185073L,91350
C666340L,90480
C162978L,90480
C417601L,90480
C442477L,90480
C222107L,89900
C984747L,89842
C478438L,89842
C263693L,89842
C694207L,89842
C219848L,89610
C744182L,89610
C707750L,88740
C283740L,88508
C869965L,88508
C692506L,88508
C688485L,88508
C214771L,88450
C276022L,88450
C811149L,88450
C557586L,88333.421875
C267039L,88160
C559026L,87000
C208458L,87000
C246499L,87000
C485651L,87000
C669116L,87000
C365675L,87000
C822661L,87000
C889309L,87000
C480341L,87000
C763100L,87000
C352783L,87000
C287258L,87000
C279046L,87000
C157342L,87000
C374256L,87000
C448063L,87000
C548863L,87000
C924211L,87000
C815084L,87000
C975919L,87000
C826816L,87000
C318689L,87000
C338216L,87000
C690627L,87000
C496630L,87000
C468561L,87000
C813440L,87000
C563295L,87000
C655359L,87000
C724757L,87000
C125658L,87000
C767192L,86942
C825710L,86942
C461382L,86942
C307257L,86942
C277620L,86942
C893893L,86942
C661509L,86942
C434159L,86942
C883259L,86942
C685936L,86942
C127207L,86942
C722470L,86942
C830769L,86942
C129799L,86942
C898232L,86942
C257349L,86942
C273269L,86942
C208006L,86942
C492939L,86884
C218465L,86884
C597119L,86826
C812535L,86710
C179316L,86710
C655658L,86710
C696271L,86710
C748073L,86710
C899603L,86710
C652064L,86710
C474371L,86420
C177044L,86420
C811645L,86420
C140964L,86420
C321785L,86130
C264319L,86130
C388058L,86130
C616837L,85840
C738488L,85840
C157329L,85550
C854979L,85550
C789657L,84970
C607220L,84825
C881612L,84680
C578872L,84100
C876695L,84100
C248894L,84100
C390715L,84100
C794312L,84100
C675127L,84100
C984447L,84042
C379178L,83810
C701923L,82708
C636267L,81780
C602747L,81780
C174328L,81490
C994857L,81200
C361180L,81200
C594573L,81200
C592423L,81200
C651504L,81200
C901892L,81200
C601325L,81200
C214095L,81200
C111828L,81200
C995774L,81200
C785729L,81200
C207995L,81200
C307555L,81200
C436955L,81200
C494942L,81200
C427154L,81200
C494158L,81142
C267737L,81142
C154874L,81142
C350955L,81142
C871208L,81142
C516284L,81142
C765928L,81142
C330641L,80910
C276832L,80910
C479569L,80910
C654926L,80910
C130469L,80910
C606418L,80910
C532480L,80910
C521347L,80620
C477798L,80620
C640899L,80620
C427267L,80620
C951682L,80330
C796146L,80040
C330342L,80040
C923683L,80040
C639455L,79750
C512231L,79750
C867913L,79750
C529016L,79750
C560271L,79750
C656580L,79170
C211907L,78822
C184107L,78300
C283375L,78300
C914322L,78300
C413769L,78300
C800800L,78300
C545094L,78300
C225415L,78300
C619230L,78300
C312237L,78242
C365826L,78242
C269025L,78242
C177400L,78242
C650769L,78242
C812323L,78242
C887176L,77836
C189105L,77720
C646589L,77720
C867930L,77720
C722375L,77720
C638447L,77314
C333874L,77256
C540855L,77256
C249412L,77140
C286548L,77140
C326415L,76850
C914542L,76850
C315052L,76792
C418238L,76560
C881387L,75400
C681410L,75400
C305030L,75400
C599812L,75400
C375629L,75400
C908348L,75342
C727494L,75342
C220767L,75342
C439080L,75342
C221826L,75342
C552927L,75342
C978790L,75110
C837617L,75110
C415161L,75110
C510008L,74530
C119251L,74530
C971803L,74530
C489601L,74240
C878658L,74240
C360986L,74240
C509831L,74240
C863279L,74240
C328919L,74240
C749915L,74240
C840288L,74240
C220967L,74097.8984375
C194982L,74066
C653936L,73950
C250770L,73950
C947564L,73950
C291272L,73776
C847874L,73732.5
C325107L,73732.5
C694803L,73544
C593294L,73312
C160960L,73080
C185914L,72500
C753019L,72500
C551986L,72500
C174751L,72500
C958358L,72500
C421236L,72500
C261068L,72500
C700804L,72500
C904118L,72500
C539859L,72500
C370936L,72500
C263063L,72500
C380765L,72500
C469738L,72500
C790797L,72442
C955739L,72012.796875
C884094L,71340
C439232L,71050
C567924L,70760
C117787L,70470
C701420L,70122
C725184L,70075.6015625
C897925L,70064
C241052L,69961.34375
C471171L,69600
C988568L,69600
C320654L,69600
C968962L,69600
C224404L,69600
C783608L,69600
C642472L,69600
C416382L,69600
C367884L,69600
C684857L,69600
C936258L,69600
C352856L,69600
C752501L,69600
C405515L,69600
C119394L,69600
C597760L,69600
C930720L,69600
C535814L,69600
C959549L,69600
C819822L,69600
C745322L,69600
C249751L,69600
C981321L,69600
C515694L,69600
C181565L,69600
C822619L,69600
C823087L,69600
C675039L,69600
C262624L,69600
C801478L,69600
C493986L,69542
C801359L,69542
C339508L,69542
C162876L,69542
C261934L,69484
C837860L,69484
C874438L,69368
C381836L,69368
C890419L,69310
C262497L,69310
C901850L,69310
C678154L,69020
C949094L,68788
C324155L,68208
C653565L,68208
C824331L,68150
C852000L,68150
C365124L,68150
C444189L,68150
C995967L,67802
C550642L,67280
C140900L,67280
C430351L,66700
C689256L,66700
C276703L,66642
C949014L,66410
C415843L,66410
C832040L,66178
C225630L,66120
C740131L,66120
C781591L,66120
C969977L,66120
C534453L,66120
C951955L,66120
C594887L,65830
C278349L,65540
C595698L,64960
C491662L,64960
C494613L,64960
C180415L,64380
C427430L,64380
C239351L,64188.6015625
C504588L,63800
C675381L,63800
C774989L,63800
C419070L,63800
C814804L,63800
C213952L,63800
C996536L,63800
C963211L,63800
C815210L,63742
C475353L,63510
C833878L,63510
C506255L,63510
C362244L,63510
C580039L,63510
C513311L,63394
C764276L,63220
C177865L,63220
C456367L,62640
C750416L,62350
C630744L,62200.94140625
C993531L,62002
C844320L,61770
C670306L,61480
C451013L,60900
C593433L,60900
C340278L,60900
C309355L,60900
C337654L,60900
C568231L,60900
C647809L,60900
C756816L,60900
C315207L,60900
C806822L,60900
C451823L,60900
C682296L,60900
C249867L,60842
C331075L,60842
C995465L,60726
C157676L,60610
C219363L,60610
C572388L,60320
C491796L,60320
C809544L,60320
C899386L,60320
